12/05/17 11:49 AM,model=SM-G950F_device=dreamlte,32.10402888816662,35.20960198687764,686.2295329310429,2,Bezeq-n_325E,10:0d:7f:99:32:5e,11,-75,Ariel_University,ec:8c:a2:26:d3:68,11,-78,,,,,,,,,,,,,,,,,,,,,,,,
12/05/17 11:49 AM,model=SM-G950F_device=dreamlte,32.10421268408372,35.2097275740073,685.5046818047857,3,Ariel_University,ec:8c:a2:26:d3:68,11,-73,Ariel_University,24:c9:a1:35:a5:e8,6,-89,Ariel_University,1c:b9:c4:16:05:38,11,-90,,,,,,,,,,,,,,,,,,,,
12/05/17 11:49 AM,model=SM-G950F_device=dreamlte,32.10459647357548,35.20984886133827,686.6050187842092,6,Ariel_University,1c:b9:c4:16:05:38,11,-81,Ariel_University,1c:b9:c4:16:cc:dc,36,-82, ,1c:b9:c4:96:cc:d7,36,-84,sinusafe,b2:6c:ac:a0:3d:eb,3,-85,Ariel_University,1c:b9:c4:15:23:58,6,-85, ,00:02:6f:8e:64:67,1,-88,,,,,,,,
12/05/17 11:49 AM,model=SM-G950F_device=dreamlte,32.104462491848345,35.21072214609688,697.6168877779538,4, ,00:27:22:f3:bb:2b,6,-67,giftwizard,a2:6c:ac:a0:3d:eb,3,-86,Ariel_University,1c:b9:c4:15:23:5c,36,-88,mati-sh1,c4:12:f5:fd:6a:74,9,-90,,,,,,,,,,,,,,,,
12/05/17 11:49 AM,model=SM-G950F_device=dreamlte,32.10429696357633,35.2101518827821,694.4183321943244,5, ,00:27:22:f3:bb:2b,6,-60, ,00:02:6f:8e:64:67,1,-75,Guest,90:6c:ac:a0:3d:eb,3,-85,Ariel_University,8c:0c:90:2f:ca:18,1,-85, ,1c:b9:c4:95:23:57,36,-89,,,,,,,,,,,,
12/05/17 11:49 AM,model=SM-G950F_device=dreamlte,32.10461068144799,35.2100582711474,687.4112096424832,2,Neuropplied,a2:6c:ac:9f:fb:1f,1,-84,shapedo,c2:6c:ac:9f:fb:1f,1,-88,,,,,,,,,,,,,,,,,,,,,,,,
12/05/17 11:49 AM,model=SM-G950F_device=dreamlte,32.10415250902929,35.20958245570434,687.3028095390509,2, ,00:02:6f:b8:c4:1a,11,-84,CliClap,90:6c:ac:9f:f1:c5,2,-86,,,,,,,,,,,,,,,,,,,,,,,,
12/05/17 11:49 AM,model=SM-G950F_device=dreamlte,32.10429873309248,35.209449406866035,686.3565376502397,1,Ariel_University,1c:b9:c4:16:cc:d8,1,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/17 11:50 AM,model=SM-G950F_device=dreamlte,32.104970275,35.21098917,688.4999999999999,2,DIRECT-13-HP DeskJet 3630 series,a0:8c:fd:0a:24:56,6,-76,Ariel_University,ec:8c:a2:26:d3:c8,6,-89,,,,,,,,,,,,,,,,,,,,,,,,
12/05/17 11:50 AM,model=SM-G950F_device=dreamlte,32.10386701409216,35.20922170002899,687.7040530381124,4,Ariel_University,ec:8c:a2:26:d3:68,11,-59, ,1c:b9:c4:95:fd:47,36,-78,Ariel_University,ec:8c:a2:26:b0:e8,6,-83,Ariel_University,f0:b0:52:3e:d6:f8,11,-90,,,,,,,,,,,,,,,,
12/05/17 11:50 AM,model=SM-G950F_device=dreamlte,32.10425098314819,35.20938982977782,686.1069176894273,4,Ariel_University,1c:b9:c4:16:cc:dc,36,-70,Ariel_University,1c:b9:c4:16:cc:d8,1,-75, ,18:d6:c7:ad:25:1a,13,-88,ahmad,90:f6:52:05:24:78,9,-92,,,,,,,,,,,,,,,,
12/05/17 11:50 AM,model=SM-G950F_device=dreamlte,32.104547701329004,35.210810352590705,697.2556308694197,2, ,1c:b9:c4:96:1d:77,44,-65, ,00:27:22:f3:e0:83,11,-89,,,,,,,,,,,,,,,,,,,,,,,,
12/05/17 11:50 AM,model=SM-G950F_device=dreamlte,32.10497027500001,35.21098917,688.5,1,Ariel_University,8c:0c:90:2d:79:88,1,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/17 11:50 AM,model=SM-G950F_device=dreamlte,32.104970275,35.21098917,688.5,1,AUC_54_R,00:25:86:cc:00:f8,5,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/17 11:50 AM,model=SM-G950F_device=dreamlte,32.104970275,35.210989170000005,688.5,2, ,8c:0c:90:ae:16:83,11,-54,DIRECT-32-HP DeskJet 3630 series,fc:3f:db:9c:43:33,6,-89,,,,,,,,,,,,,,,,,,,,,,,,
12/05/17 11:50 AM,model=SM-G950F_device=dreamlte,32.104970275,35.210989170000005,688.5,1,__ery,14:ae:db:58:0d:6d,11,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/17 11:50 AM,model=SM-G950F_device=dreamlte,32.10340790978417,35.20986052534806,707.5192390945194,5,Ariel_University,1c:b9:c4:16:e5:ac,36,-77, ,1c:b9:c4:96:e5:a7,36,-78, ,1c:b9:c4:96:f1:57,52,-75,Ariel_University,1c:b9:c4:16:f1:5c,52,-75,Ariel_University,1c:b9:c4:16:f1:58,6,-88,,,,,,,,,,,,
